id_categorie,categorie,champ,description,type_champ,libelle_type,options_valeurs,seuil_reference,source,impact_valeur
12,Ventilation et Qualité de l'Air Intérieur,CO₂ ambiant (ppm),Indicateur de qualité du renouvellement d'air,NUM,Nombre / Mesure,,<800 ppm = bon ; >1200 ppm = mauvais,"Capteur CO2 (type Aranet, SCD30)",
12,Ventilation et Qualité de l'Air Intérieur,Humidité relative ambiante (%),% HR dans les pièces principales,NUM,Nombre / Mesure,,40-60% = idéal ; >70% = risque moisissures,Hygromètre électronique,
12,Ventilation et Qualité de l'Air Intérieur,COV intérieurs (µg/m³),"Composés Organiques Volatils — peintures, colles, meubles, produits ménagers",NUM,Nombre / Mesure,,<300 µg/m³ = acceptable,"Capteur VOC (Foobot, Netatmo)",
13,Isolation Thermique et Performance Énergétique,Isolation toiture — Type de matériau,Laine de verre / Laine de roche / Ouate de cellulose / Laine de bois / PSE / PIR / Sarking,SEL,Liste de choix,Laine de verre;Laine de roche;Ouate de cellulose;Laine de bois;PSE polystyrène;PIR polyuréthane;Sarking;Absent,,Visite combles,
13,Isolation Thermique et Performance Énergétique,Isolation toiture — Épaisseur (cm),>30 cm = bon niveau actuel (R≥7 m²K/W),NUM,Nombre / Mesure,,>30 cm = bon (R≥7),Mesure ou documentation,
13,Isolation Thermique et Performance Énergétique,Isolation toiture — État,Intact / Tassé (perte efficacité) / Rongeurs / Absent,SEL,Liste de choix,Intact;Tassé - perte efficacité;Endommagé rongeurs;Absent,Tassé = perte 20-40% efficacité,Visite combles,
13,Isolation Thermique et Performance Énergétique,Isolation murs — Type,Par l'intérieur (ITI) / Par l'extérieur (ITE) / Remplissage de doublage / Aucune,SEL,Liste de choix,ITI par l'intérieur;ITE par l'extérieur;Remplissage doublage;Aucune isolation,,Observation / documentation,ITE = traitement des ponts thermiques
13,Isolation Thermique et Performance Énergétique,Isolation murs — Épaisseur (cm),En cm de matériau isolant posé,NUM,Nombre / Mesure,,>10 cm = bon (R≥3 selon matériau),Documentation ou mesure,
13,Isolation Thermique et Performance Énergétique,Ponts thermiques,"Jonctions mur-plancher, mur-fenêtre — Présents / Traités / Absents",SEL,Liste de choix,Présents et non traités;Partiellement traités;Bien traités;Absents,Non traités = jusqu'à 20% des pertes,Thermographie ou documentation,
13,Isolation Thermique et Performance Énergétique,Isolation plancher bas,Présent sur vide-sanitaire ou cave / Absent — type et épaisseur,CHECK,Oui / Non,Oui;Non,Absent = 10-15% des pertes thermiques,Vide-sanitaire ou cave,
13,Isolation Thermique et Performance Énergétique,DPE — Étiquette énergie,Classe de A à G selon consommation primaire en kWh/m²/an,SEL,Liste de choix,A (≤70);B (71-110);C (111-180);D (181-250);E (251-330);F (331-420);G (>420),F/G = passoire thermique,DPE post-juillet 2021,F/G : gel loyers + décote -5 à -20%
13,Isolation Thermique et Performance Énergétique,DPE — Consommation (kWh/m²/an),Consommation primaire annuelle mesurée ou calculée,NUM,Nombre / Mesure,,<180 = C ou mieux,Rapport DPE,
13,Isolation Thermique et Performance Énergétique,DPE — Étiquette GES,Classe A à G — émissions de CO₂ en kg/m²/an,SEL,Liste de choix,A;B;C;D;E;F;G,,Rapport DPE,
13,Isolation Thermique et Performance Énergétique,Audit énergétique réalisé,Obligatoire pour F et G à la vente — scénarios de rénovation par étape avec estimatifs,CHECK,Oui / Non,Oui;Non;Non requis,Obligatoire si DPE F ou G,Rapport audit,Passage F→C = +10 à +20% de valeur
13,Isolation Thermique et Performance Énergétique,Étiquette DPE atteignable post-travaux,Potentiel de revalorisation après rénovation,SEL,Liste de choix,A;B;C;D;E,,Rapport audit énergétique,Opportunité de valorisation importante
14,Humidité et Pathologies,Taux d'humidité relative ambiante (%),Par pièce — mesure avec hygromètre électronique,NUM,Nombre / Mesure,,40-60% = idéal ; >70% = risque moisissures,Hygromètre électronique,
14,Humidité et Pathologies,Taux d'humidité dans les parois (%),"Mesure dans murs, planchers, cloisons par contact ou infra-rouge",NUM,Nombre / Mesure,,">20% = paroi humide, traitement nécessaire",Humidimètre à pointe ou scanner IR,
14,Humidité et Pathologies,Moisissures — Localisation,"Angles plafond/mur, derrière mobilier, dessous fenêtres, SDB, cave",TEXT,Texte libre,,,Observation + labo si doute,
14,Humidité et Pathologies,Moisissures — Étendue,Ponctuelles (<50 cm²) / Moyennes / Étendues (>1 m²),SEL,Liste de choix,Absence;Ponctuelles <50 cm²;Moyennes 50-200 cm²;Étendues >200 cm²;Généralisées,>50 cm² = traitement + recherche cause,Mesure surface affectée,Impact santé + décote commerciale
14,Humidité et Pathologies,Traces d'infiltration,"Auréoles sur plafonds, murs en pignon, autour des baies, sous la toiture",CHECK,Oui / Non,Oui actives;Oui anciennes traitées;Non,,Observation après pluie,
14,Humidité et Pathologies,Remontées capillaires,"Pied de mur humide, salpêtre, dégradation plâtre bas, odeur",CHECK,Oui / Non,Oui;Non;Suspicion,,Humidimètre + observation,Traitement par injection résine = 5 000-20 000€
14,Humidité et Pathologies,Condensation en toiture / combles,"Traces sur charpente, isolation mouillée dans les combles",CHECK,Oui / Non,Oui;Non,,Observation combles matin,
14,Humidité et Pathologies,Condensation sous-sol / cave,"Cave ou vide sanitaire humide — flaques, condensation sur murs",CHECK,Oui / Non,Oui;Non,,Observation cave,
14,Humidité et Pathologies,Odeurs caractéristiques,Odeur de moisissure (champignon) / Humidité / Renfermé persistant,SEL,Liste de choix,Aucune;Légère humidité;Moisissure forte;Renfermé persistant,Odeur forte = action corrective urgente,Olfactif sur site,Indicateur fiable de problème d'humidité
15,Cuisine,Surface cuisine (m²),Mesurée — intégrée au séjour si ouverte ou surface indépendante si fermée,NUM,Nombre / Mesure,,,Mètre laser,
15,Cuisine,Configuration,Ouverte sur séjour / Semi-ouverte passe-plat / Fermée indépendante,SEL,Liste de choix,Ouverte sur séjour;Semi-ouverte passe-plat;Fermée indépendante,,Observation,
15,Cuisine,Cuisine équipée,Liste des appareils inclus dans la vente,CHECK,Oui / Non,Oui entièrement;Oui partiellement;Non,,Contrat de vente,
15,Cuisine,Plan de travail — Matériau,Stratifié (basique) / Granit naturel / Quartz composite / Bois / Inox,SEL,Liste de choix,Stratifié;Granit naturel;Quartz composite;Bois;Inox;Céramique;Béton ciré,,Observation,
15,Cuisine,Plaque de cuisson,Gaz (nb feux) / Induction / Vitrocéramique / Gaz sous vitrocéramique,SEL,Liste de choix,Gaz;Induction;Vitrocéramique;Gaz sous vitrocéramique;Aucune,,Observation,
15,Cuisine,Hotte,Aspirante évacuation extérieure (recommandée) / Filtrante recirculation / Centrale îlot,SEL,Liste de choix,Aspirante évacuation extérieure;Filtrante recirculation;Centrale îlot;Intégrée plan de travail;Aucune,Aspirante ext. = efficacité maximale,Observation,
15,Cuisine,Four,"Intégré / Pose libre / Combiné micro-ondes — marque, état, pyrolyse ou non",SEL,Liste de choix,Intégré;Pose libre;Combiné micro-ondes;Absent,,Observation,
15,Cuisine,Lave-vaisselle,"Intégré / Pose libre / Semi-intégré — marque, état, classe énergie",SEL,Liste de choix,Intégré;Semi-intégré;Pose libre;Absent,,Observation,
15,Cuisine,État général cuisine,Neuf / Bon état / Daté / À refaire entièrement,STAR,Note 1-5,1 - À refaire;2 - Daté;3 - Correct;4 - Bon état;5 - Neuf ou rénové récent,,Observation,
16,Salles de Bain et WC,Nombre de salles de bain,SDB complète (baignoire + douche + vasque) vs salle d'eau (douche + vasque),NUM,Nombre / Mesure,,,Visite terrain,
16,Salles de Bain et WC,Surface SDB (m²),<4m² = petite / 4-8m² = standard / >8m² = grande,NUM,Nombre / Mesure,,,Mètre laser,
16,Salles de Bain et WC,Baignoire,Encastrée (standard) / Îlot (haut de gamme) / Balnéo — matière — état,SEL,Liste de choix,Encastrée acrylique;Encastrée fonte;Îlot design;Balnéothérapie;Absente,,Observation,
16,Salles de Bain et WC,Douche,Italienne affleurante / Sans receveur / Cabine préfabriquée — dimensions et état des joints,SEL,Liste de choix,Italienne sans receveur;Italienne receveur affleurant;Cabine préfabriquée;Bac standard;Absente,,Observation,
16,Salles de Bain et WC,Vasque,"Simple / Double — matière (céramique, verre, béton) — état",SEL,Liste de choix,Simple céramique;Simple verre;Simple béton;Double vasque;À poser design;Absente,Double vasque = valorisant,Observation,
16,Salles de Bain et WC,WC suspendus,Suspendu (carénage mural) / À poser — nombre WC indépendants,CHECK,Oui / Non,Oui suspendu;Non à poser,,Observation,
16,Salles de Bain et WC,Carrelage SDB — État,Joints propres / Fissures / Décollements / Carreaux cassés,STAR,Note 1-5,1 - À refaire;2 - Joints HS;3 - Correct;4 - Bon état;5 - Neuf,,Observation,
16,Salles de Bain et WC,Ventilation SDB,VMC avec débit suffisant / Fenêtre (insuffisant seul) / Absence totale,SEL,Liste de choix,VMC débit suffisant;VMC insuffisant;Fenêtre uniquement;Aucune,Aucune = risque moisissures élevé,Observation,
16,Salles de Bain et WC,Robinetterie SDB,"Marque (Grohe, Hansgrohe…) / Thermostatique / Standard — état et fuites",SEL,Liste de choix,Thermostatique haut de gamme;Thermostatique standard;Mitigeur standard;Ancien mélangeur;Fuites détectées,,Observation,
16,Salles de Bain et WC,Radiateur sèche-serviettes,"Électrique / Hydraulique (sur circuit chauffage) — marque, état, puissance W",SEL,Liste de choix,Électrique;Hydraulique;Absent,,Observation,
17,Parties Communes (Copropriété),Hall d'entrée — État,"Neuf / Correct / Dégradé — sécurisé (digicode, visiophone) ou non — luminosité",STAR,Note 1-5,1 - Très dégradé;2 - Dégradé;3 - Correct;4 - Bon état;5 - Neuf ou réhabilité,,Visite terrain,Indicateur de l'entretien général de la copropriété
17,Parties Communes (Copropriété),Cage d'escalier — État,"Matériaux, état peintures et revêtements sols, éclairage (minuterie, détecteur)",STAR,Note 1-5,1 - Très dégradé;2 - Dégradé;3 - Correct;4 - Bon état;5 - Rénové,,Visite terrain,
17,Parties Communes (Copropriété),Ascenseur — Âge (ans),"Marque, dernier contrôle technique réglementaire obligatoire, état cabine",NUM,Nombre / Mesure,,Dernier contrôle = obligatoire annuellement,Carnet entretien syndic,
17,Parties Communes (Copropriété),Carnet d'entretien à jour,Obligatoire légalement — historique des travaux réalisés depuis 10 ans,CHECK,Oui / Non,Oui à jour;Oui incomplet;Non tenu,,Demander au syndic,
17,Parties Communes (Copropriété),Charges courantes (€/mois),"Détail par postes : entretien, assurance, gardien, eau commune, électricité…",NUM,Nombre / Mesure,,,Appels de fonds,Fort impact coût total de possession
17,Parties Communes (Copropriété),Fonds de travaux ALUR (€),Montant de l'épargne collective pour travaux futurs — % des charges courantes,NUM,Nombre / Mesure,,≥5% des charges annuelles,État financier syndic,Fond faible = risque appel charges exceptionnel
17,Parties Communes (Copropriété),Travaux votés à venir,"Ravalement, toiture, ascenseur, canalisations communes — montant et calendrier",TEXT,Texte libre,,,PV AG + DTG,Travaux votés = appel charges exceptionnel à venir
17,Parties Communes (Copropriété),Taux d'impayés copropriétaires (%),% de copropriétaires en impayés — indicateur santé financière de la copropriété,NUM,Nombre / Mesure,,>15% = copropriété en difficulté,État financier syndic,Copropriété fragile = difficultés de revente
18,Diagnostics Immobiliers Obligatoires,DPE — Étiquette énergie,Classe A à G — version post-juillet 2021 obligatoire (opposable),SEL,Liste de choix,A;B;C;D;E;F;G,Validité 10 ans (post 2021),Diagnostiqueur certifié,Fort impact valeur et liquidité
18,Diagnostics Immobiliers Obligatoires,Diagnostic amiante (DAPP),Présence / Absence — avant 1/07/1997,SEL,Liste de choix,Absent certifié;Présent encapsulé;Présent à traiter;Non réalisé,Validité illimitée si absence,Diagnostiqueur certifié,
18,Diagnostics Immobiliers Obligatoires,CREP — Plomb,Présent / Absent — avant 1949,SEL,Liste de choix,Négatif;Positif bon état;Positif dégradé (risque),1 an si positif / illimité si négatif,Diagnostiqueur certifié,
18,Diagnostics Immobiliers Obligatoires,Diagnostic termites,Zone à arrêté préfectoral — présence ou absence,CHECK,Oui / Non,Absent;Présent;Non requis (hors zone),Validité 6 mois,Diagnostiqueur certifié,
18,Diagnostics Immobiliers Obligatoires,Diagnostic gaz,Installation gaz intérieure >15 ans — état sécuritaire,SEL,Liste de choix,Conforme;Non conforme;Non requis,Validité 3 ans,Diagnostiqueur certifié,
18,Diagnostics Immobiliers Obligatoires,Diagnostic électricité,Installation électrique >15 ans — conformité NF C 15-100,SEL,Liste de choix,Conforme;Non conforme partiel;Non conforme;Non requis,Validité 3 ans,Diagnostiqueur certifié COPREC,
18,Diagnostics Immobiliers Obligatoires,Diagnostic assainissement,Non raccordé au tout-à-l'égout — état fosse septique,SEL,Liste de choix,Conforme;Non conforme;Non requis,Validité 3 ans,Service public assainissement,
18,Diagnostics Immobiliers Obligatoires,ERP (État Risques et Pollutions),"Risques naturels, technologiques, pollution sols, radon, minage",CHECK,Oui / Non,Fourni;Non fourni,Validité 6 mois,Géorisques.gouv.fr,
18,Diagnostics Immobiliers Obligatoires,Audit énergétique,Obligatoire maisons DPE F ou G à la vente — scénarios travaux par étape,CHECK,Oui / Non,Réalisé;Non réalisé;Non requis,Validité 5 ans,Auditeur certifié RGE,Obligatoire si F ou G — coût 600-1500€
18,Diagnostics Immobiliers Obligatoires,Mesurage loi Carrez (m²),Surface privative exacte — garantit l'acheteur,NUM,Nombre / Mesure,,Permanent sauf travaux modifiant surface,Diagnostiqueur certifié,
18,Diagnostics Immobiliers Obligatoires,Diagnostic mérule,Zone à arrêté préfectoral — présence ou absence du champignon,CHECK,Oui / Non,Absent;Présent;Non requis,Validité 6 mois,Expert bois certifié,
18,Diagnostics Immobiliers Obligatoires,Diagnostic bruit PEB,Zone PEB (aéroport) — zone A B C ou D,SEL,Liste de choix,Zone A;Zone B;Zone C;Zone D;Non requis,Validité 6 mois,DGAC / Géoportail,Zone A/B = décote -5 à -20%
19,Équipements Technologiques et Durables,Fibre optique,Éligible FTTH / Raccordée immeuble / Présente dans logement (prise RJ45 fibre),SEL,Liste de choix,Présente dans logement;Raccordée immeuble;Éligible non raccordée;Non éligible,Présente = incontournable 2025,Test éligibilité opérateur,Non disponible = critère rédhibitoire
19,Équipements Technologiques et Durables,Débit internet mesuré (Mbit/s),Mesuré en download et upload (speedtest.net) — technologie réelle,NUM,Nombre / Mesure,,>500 Mbit/s = excellent ; <50 = insuffisant,speedtest.net,
19,Équipements Technologiques et Durables,Domotique — Protocole et étendue,KNX (filaire pro) / Zigbee / Z-Wave / Matter / Propriétaire — niveau d'intégration,SEL,Liste de choix,Aucune;KNX professionnel;Zigbee;Z-Wave;Matter;Somfy TaHoma;Legrand;Autre propriétaire,,Observation + documentation,KNX complet = valorisation +2 à +5%
19,Équipements Technologiques et Durables,Panneaux solaires PV — Puissance (kWc),Puissance installée en kWc + orientation + inclinaison,NUM,Nombre / Mesure,,3 kWc = foyer de 4 pers. typ.,Facture installation,Argument énergie + revenus rachat EDF OA
19,Équipements Technologiques et Durables,Production PV annuelle (kWh/an),Mesurée sur le dernier exercice complet,NUM,Nombre / Mesure,,,Compteur de production,
19,Équipements Technologiques et Durables,Contrat rachat EDF OA (Obligation d'Achat),Tarif de rachat (€/kWh) et durée restante du contrat,TEXT,Texte libre,,,Contrat EDF OA,Revenus garantis à transmettre à l'acheteur
19,Équipements Technologiques et Durables,Batterie de stockage énergie (kWh),"Capacité en kWh — marque (Tesla Powerwall, SolarEdge, Enphase)",NUM,Nombre / Mesure,,,Facture installation,Autoconsommation optimisée
19,Équipements Technologiques et Durables,Borne de recharge VE (kW),"Puissance : 3,7 kW / 7,4 kW standard / 22 kW triphasé — type T2",SEL,Liste de choix,"3,7 kW Mode 2;7,4 kW Mode 3 T2;22 kW triphasé;Absent","7,4 kW = standard recommandé",Observation,Argument fort pour propriétaires VE
19,Équipements Technologiques et Durables,Panneaux solaires thermiques (m²),m² de capteurs installés — production ECS annuelle (kWh),NUM,Nombre / Mesure,,,Facture installation,Réduit facture eau chaude 50-70%
19,Équipements Technologiques et Durables,Récupération eau de pluie,"Cuve (litres), usage (arrosage, WC), filtre et pompe",CHECK,Oui / Non,Oui;Non,,Observation,Tendance écologique valorisante
19,Équipements Technologiques et Durables,Puits canadien / géothermique,Échangeur de chaleur en sous-sol — préconditionne l'air entrant dans la VMC-DF,CHECK,Oui / Non,Oui;Non,,Documentation technique,Rare et très valorisant
19,Équipements Technologiques et Durables,Alarme intrusion,Filaire (plus fiable) / Sans fil — marque — contrat télésurveillance actif,CHECK,Oui / Non,Oui avec télésurveillance;Oui sans télésurveillance;Non,,Observation + contrat,Réduction prime assurance habitation
