id_categorie,categorie,champ,description,type_champ,poids_estimation,niveau_impact,impact_valeur_detail,dispo_DVF,dispo_PORTAIL,dispo_IDEERI,source_collecte
14,Humidité et Pathologies,Condensation en toiture / combles,"Traces sur charpente, isolation mouillée dans les combles",CHECK,2,Contextuel,,NON,NON,OUI,Observation combles matin
14,Humidité et Pathologies,Condensation sous-sol / cave,"Cave ou vide sanitaire humide — flaques, condensation sur murs",CHECK,1,Informatif,,NON,NON,OUI,Observation cave
14,Humidité et Pathologies,Odeurs caractéristiques,Odeur de moisissure (champignon) / Humidité / Renfermé persistant,SEL,2,Contextuel,Indicateur fiable de problème d'humidité,NON,NON,OUI,Olfactif sur site
15,Cuisine,Surface cuisine (m²),Mesurée — intégrée au séjour si ouverte ou surface indépendante si fermée,NUM,2,Contextuel,,NON,NON,OUI,Mètre laser
15,Cuisine,Configuration,Ouverte sur séjour / Semi-ouverte passe-plat / Fermée indépendante,SEL,2,Contextuel,,NON,NON,OUI,Observation
15,Cuisine,Cuisine équipée,Liste des appareils inclus dans la vente,CHECK,3,Important,,NON,OUI,OUI,Contrat de vente
15,Cuisine,Plan de travail — Matériau,Stratifié (basique) / Granit naturel / Quartz composite / Bois / Inox,SEL,1,Informatif,,NON,NON,OUI,Observation
15,Cuisine,Plaque de cuisson,Gaz (nb feux) / Induction / Vitrocéramique / Gaz sous vitrocéramique,SEL,1,Informatif,,NON,NON,OUI,Observation
15,Cuisine,Hotte,Aspirante évacuation extérieure (recommandée) / Filtrante recirculation / Centrale îlot,SEL,1,Informatif,,NON,NON,OUI,Observation
15,Cuisine,Four,"Intégré / Pose libre / Combiné micro-ondes — marque, état, pyrolyse ou non",SEL,1,Informatif,,NON,NON,OUI,Observation
15,Cuisine,Lave-vaisselle,"Intégré / Pose libre / Semi-intégré — marque, état, classe énergie",SEL,1,Informatif,,NON,NON,OUI,Observation
15,Cuisine,État général cuisine,Neuf / Bon état / Daté / À refaire entièrement,STAR,3,Important,,NON,NON,OUI,Observation
16,Salles de Bain et WC,Nombre de salles de bain,SDB complète (baignoire + douche + vasque) vs salle d'eau (douche + vasque),NUM,2,Contextuel,,NON,NON,OUI,Visite terrain
16,Salles de Bain et WC,Surface SDB (m²),<4m² = petite / 4-8m² = standard / >8m² = grande,NUM,2,Contextuel,,NON,NON,OUI,Mètre laser
16,Salles de Bain et WC,Baignoire,Encastrée (standard) / Îlot (haut de gamme) / Balnéo — matière — état,SEL,1,Informatif,,NON,NON,OUI,Observation
16,Salles de Bain et WC,Douche,Italienne affleurante / Sans receveur / Cabine préfabriquée — dimensions et état des joints,SEL,1,Informatif,,NON,NON,OUI,Observation
16,Salles de Bain et WC,Vasque,"Simple / Double — matière (céramique, verre, béton) — état",SEL,1,Informatif,,NON,NON,OUI,Observation
16,Salles de Bain et WC,WC suspendus,Suspendu (carénage mural) / À poser — nombre WC indépendants,CHECK,1,Informatif,,NON,NON,OUI,Observation
16,Salles de Bain et WC,Carrelage SDB — État,Joints propres / Fissures / Décollements / Carreaux cassés,STAR,2,Contextuel,,NON,NON,OUI,Observation
16,Salles de Bain et WC,Ventilation SDB,VMC avec débit suffisant / Fenêtre (insuffisant seul) / Absence totale,SEL,1,Informatif,,NON,NON,OUI,Observation
16,Salles de Bain et WC,Robinetterie SDB,"Marque (Grohe, Hansgrohe…) / Thermostatique / Standard — état et fuites",SEL,1,Informatif,,NON,NON,OUI,Observation
16,Salles de Bain et WC,Radiateur sèche-serviettes,"Électrique / Hydraulique (sur circuit chauffage) — marque, état, puissance W",SEL,1,Informatif,,NON,NON,OUI,Observation
17,Parties Communes (Copropriété),Hall d'entrée — État,"Neuf / Correct / Dégradé — sécurisé (digicode, visiophone) ou non — luminosité",STAR,2,Contextuel,Indicateur de l'entretien général de la copropriété,NON,NON,OUI,Visite terrain
17,Parties Communes (Copropriété),Cage d'escalier — État,"Matériaux, état peintures et revêtements sols, éclairage (minuterie, détecteur)",STAR,2,Contextuel,,NON,NON,OUI,Visite terrain
17,Parties Communes (Copropriété),Ascenseur — Âge (ans),"Marque, dernier contrôle technique réglementaire obligatoire, état cabine",NUM,2,Contextuel,,NON,NON,OUI,Carnet entretien syndic
17,Parties Communes (Copropriété),Carnet d'entretien à jour,Obligatoire légalement — historique des travaux réalisés depuis 10 ans,CHECK,2,Contextuel,,NON,NON,OUI,Demander au syndic
17,Parties Communes (Copropriété),Charges courantes (€/mois),"Détail par postes : entretien, assurance, gardien, eau commune, électricité…",NUM,4,Critique,Fort impact coût total de possession,NON,OUI,OUI,Appels de fonds
17,Parties Communes (Copropriété),Fonds de travaux ALUR (€),Montant de l'épargne collective pour travaux futurs — % des charges courantes,NUM,3,Important,Fond faible = risque appel charges exceptionnel,NON,NON,OUI,État financier syndic
17,Parties Communes (Copropriété),Travaux votés à venir,"Ravalement, toiture, ascenseur, canalisations communes — montant et calendrier",TEXT,4,Critique,Travaux votés = appel charges exceptionnel à venir,NON,NON,OUI,PV AG + DTG
17,Parties Communes (Copropriété),Taux d'impayés copropriétaires (%),% de copropriétaires en impayés — indicateur santé financière de la copropriété,NUM,3,Important,Copropriété fragile = difficultés de revente,NON,NON,OUI,État financier syndic
18,Diagnostics Immobiliers Obligatoires,DPE — Étiquette énergie,Classe A à G — version post-juillet 2021 obligatoire (opposable),SEL,4,Critique,Fort impact valeur et liquidité,NON,OUI,OUI,Diagnostiqueur certifié
18,Diagnostics Immobiliers Obligatoires,Diagnostic amiante (DAPP),Présence / Absence — avant 1/07/1997,SEL,2,Contextuel,,NON,NON,OUI,Diagnostiqueur certifié
18,Diagnostics Immobiliers Obligatoires,CREP — Plomb,Présent / Absent — avant 1949,SEL,2,Contextuel,,NON,NON,OUI,Diagnostiqueur certifié
18,Diagnostics Immobiliers Obligatoires,Diagnostic termites,Zone à arrêté préfectoral — présence ou absence,CHECK,2,Contextuel,,NON,NON,OUI,Diagnostiqueur certifié
18,Diagnostics Immobiliers Obligatoires,Diagnostic gaz,Installation gaz intérieure >15 ans — état sécuritaire,SEL,2,Contextuel,,NON,NON,OUI,Diagnostiqueur certifié
18,Diagnostics Immobiliers Obligatoires,Diagnostic électricité,Installation électrique >15 ans — conformité NF C 15-100,SEL,2,Contextuel,,NON,NON,OUI,Diagnostiqueur certifié COPREC
18,Diagnostics Immobiliers Obligatoires,Diagnostic assainissement,Non raccordé au tout-à-l'égout — état fosse septique,SEL,2,Contextuel,,NON,NON,OUI,Service public assainissement
18,Diagnostics Immobiliers Obligatoires,ERP (État Risques et Pollutions),"Risques naturels, technologiques, pollution sols, radon, minage",CHECK,3,Important,,NON,NON,OUI,Géorisques.gouv.fr
18,Diagnostics Immobiliers Obligatoires,Audit énergétique,Obligatoire maisons DPE F ou G à la vente — scénarios travaux par étape,CHECK,2,Contextuel,Obligatoire si F ou G — coût 600-1500€,NON,NON,OUI,Auditeur certifié RGE
18,Diagnostics Immobiliers Obligatoires,Mesurage loi Carrez (m²),Surface privative exacte — garantit l'acheteur,NUM,3,Important,,NON,NON,OUI,Diagnostiqueur certifié
18,Diagnostics Immobiliers Obligatoires,Diagnostic mérule,Zone à arrêté préfectoral — présence ou absence du champignon,CHECK,2,Contextuel,,NON,NON,OUI,Expert bois certifié
18,Diagnostics Immobiliers Obligatoires,Diagnostic bruit PEB,Zone PEB (aéroport) — zone A B C ou D,SEL,3,Important,Zone A/B = décote -5 à -20%,NON,NON,OUI,DGAC / Géoportail
19,Équipements Technologiques et Durables,Fibre optique,Éligible FTTH / Raccordée immeuble / Présente dans logement (prise RJ45 fibre),SEL,3,Important,Non disponible = critère rédhibitoire,NON,OUI,OUI,Test éligibilité opérateur
19,Équipements Technologiques et Durables,Débit internet mesuré (Mbit/s),Mesuré en download et upload (speedtest.net) — technologie réelle,NUM,2,Contextuel,,NON,NON,OUI,speedtest.net
19,Équipements Technologiques et Durables,Domotique — Protocole et étendue,KNX (filaire pro) / Zigbee / Z-Wave / Matter / Propriétaire — niveau d'intégration,SEL,2,Contextuel,KNX complet = valorisation +2 à +5%,NON,NON,OUI,Observation + documentation
19,Équipements Technologiques et Durables,Panneaux solaires PV — Puissance (kWc),Puissance installée en kWc + orientation + inclinaison,NUM,3,Important,Argument énergie + revenus rachat EDF OA,NON,NON,OUI,Facture installation
19,Équipements Technologiques et Durables,Production PV annuelle (kWh/an),Mesurée sur le dernier exercice complet,NUM,2,Contextuel,,NON,NON,OUI,Compteur de production
19,Équipements Technologiques et Durables,Contrat rachat EDF OA (Obligation d'Achat),Tarif de rachat (€/kWh) et durée restante du contrat,TEXT,3,Important,Revenus garantis à transmettre à l'acheteur,NON,NON,OUI,Contrat EDF OA
19,Équipements Technologiques et Durables,Batterie de stockage énergie (kWh),"Capacité en kWh — marque (Tesla Powerwall, SolarEdge, Enphase)",NUM,2,Contextuel,Autoconsommation optimisée,NON,NON,OUI,Facture installation
19,Équipements Technologiques et Durables,Borne de recharge VE (kW),"Puissance : 3,7 kW / 7,4 kW standard / 22 kW triphasé — type T2",SEL,3,Important,Argument fort pour propriétaires VE,NON,NON,OUI,Observation
19,Équipements Technologiques et Durables,Panneaux solaires thermiques (m²),m² de capteurs installés — production ECS annuelle (kWh),NUM,2,Contextuel,Réduit facture eau chaude 50-70%,NON,NON,OUI,Facture installation
19,Équipements Technologiques et Durables,Récupération eau de pluie,"Cuve (litres), usage (arrosage, WC), filtre et pompe",CHECK,1,Informatif,Tendance écologique valorisante,NON,NON,OUI,Observation
19,Équipements Technologiques et Durables,Puits canadien / géothermique,Échangeur de chaleur en sous-sol — préconditionne l'air entrant dans la VMC-DF,CHECK,2,Contextuel,Rare et très valorisant,NON,NON,OUI,Documentation technique
19,Équipements Technologiques et Durables,Alarme intrusion,Filaire (plus fiable) / Sans fil — marque — contrat télésurveillance actif,CHECK,1,Informatif,Réduction prime assurance habitation,NON,NON,OUI,Observation + contrat
